Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/token/,31980,31980,17,20.812302995710855,3.9772000163793564,360.2664000063669,68.84277673545967,268.0093019681771,268.0093019681771,17,22,25,28,36,47,71,82,110,280,360
,Aggregated,31980,31980,17,20.812302995710855,3.9772000163793564,360.2664000063669,68.84277673545967,268.0093019681771,268.0093019681771,17,22,25,28,36,47,71,82,110,280,360
