Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,AUTH_TOKEN_BAD,1158,1158,17,20.128394818825758,13.900699996156618,113.83390001719818,62259.0,9.697483552027345,9.697483552027345,17,19,20,21,29,34,47,55,110,110,110
,Aggregated,1158,1158,17,20.128394818825758,13.900699996156618,113.83390001719818,62259.0,9.697483552027345,9.697483552027345,17,19,20,21,29,34,47,55,110,110,110
