Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,AUTH_TOKEN,55577,55577,5,5.2936984849940405,0.8984999985841569,516.2798999990628,86.90164996311424,466.0972963040318,466.0972963040318,5,6,7,7,9,11,13,15,26,270,520
,Aggregated,55577,55577,5,5.2936984849940405,0.8984999985841569,516.2798999990628,86.90164996311424,466.0972963040318,466.0972963040318,5,6,7,7,9,11,13,15,26,270,520
