Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,AUTH_TOKEN,55643,55643,5,5.238991344826055,0.8606000010331627,516.8315000009898,86.90183850619125,466.4541572139212,466.4541572139212,5,6,7,7,9,11,13,15,23,45,520
,Aggregated,55643,55643,5,5.238991344826055,0.8606000010331627,516.8315000009898,86.90183850619125,466.4541572139212,466.4541572139212,5,6,7,7,9,11,13,15,23,45,520
