Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,AUTH_TOKEN,10,10,35,36.21815999504179,28.893300011986867,48.36359998444095,62259.0,0.08367371210234606,0.08367371210234606,35,37,39,41,48,48,48,48,48,48,48
GET,SECURE_PING_INVALID,242,242,6,6.45089338758233,4.291999997803941,40.076800010865554,172.0,2.024903832876775,2.024903832876775,6,6,7,7,8,9,14,19,40,40,40
GET,SECURE_PING_VALID,910,910,6,6.201829889451491,3.8327999936882406,38.630600000033155,58.0,7.614307801313492,7.614307801313492,6,6,6,7,8,9,11,15,39,39,39
GET,SECURE_STATE_INVALID,242,242,5,5.380016117797364,3.923600015696138,24.134999985108152,172.0,2.024903832876775,2.024903832876775,5,5,5,6,7,8,12,12,24,24,24
GET,SECURE_STATE_VALID,910,910,5,5.262475823798053,3.491499985102564,37.996300001395866,58.0,7.614307801313492,7.614307801313492,5,5,5,5,6,7,8,12,38,38,38
,Aggregated,2314,2314,5,5.902238504455225,3.491499985102564,48.36359998444095,350.64736387208296,19.362096980482878,19.362096980482878,5,6,6,6,7,8,12,19,40,48,48
