Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/state,17972,16769,1,1.7034202090839923,0.5843999970238656,25.295800005551428,194.99187625194747,151.25697207815722,141.13221482186836,1,1,2,2,2,6,7,8,16,21,25
,Aggregated,17972,16769,1,1.7034202090839923,0.5843999970238656,25.295800005551428,194.99187625194747,151.25697207815722,141.13221482186836,1,1,2,2,2,6,7,8,16,21,25
