Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/token/,44337,44337,1,4.0328777860491,0.5604000007224386,60.503000000608154,196.96427363150417,371.5879632190635,371.5879632190635,1,2,2,3,6,25,38,43,53,58,61
,Aggregated,44337,44337,1,4.0328777860491,0.5604000007224386,60.503000000608154,196.96427363150417,371.5879632190635,371.5879632190635,1,2,2,3,6,25,38,43,53,58,61
