Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/state,4796,0,5,5.988797330978593,3.198599995812401,64.10009998944588,167.0,40.10756095881591,0.0,5,6,7,7,8,10,16,20,64,64,64
,Aggregated,4796,0,5,5.988797330978593,3.198599995812401,64.10009998944588,167.0,40.10756095881591,0.0,5,6,7,7,8,10,16,20,64,64,64
