Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,PUBLIC_STATE,1157,0,5,5.439202852089155,2.879700012272224,209.30370001588017,167.0,9.741792641469132,0.0,5,5,5,5,7,7,9,13,200,210,210
,Aggregated,1157,0,5,5.439202852089155,2.879700012272224,209.30370001588017,167.0,9.741792641469132,0.0,5,5,5,5,7,7,9,13,200,210,210
