Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/token/,32205,32205,17,19.62040059931415,3.8662000151816756,314.29550002212636,68.84232262071107,269.9089701370503,269.9089701370503,17,21,24,26,33,43,67,77,100,280,310
,Aggregated,32205,32205,17,19.62040059931415,3.8662000151816756,314.29550002212636,68.84232262071107,269.9089701370503,269.9089701370503,17,21,24,26,33,43,67,77,100,280,310
