Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,AUTH_TOKEN,55646,55646,4,5.346310830975109,0.8589999997639097,517.9242000012891,86.90134061747474,466.6374096905613,466.6374096905613,4,6,6,7,9,11,13,15,29,510,520
,Aggregated,55646,55646,4,5.346310830975109,0.8589999997639097,517.9242000012891,86.90134061747474,466.6374096905613,466.6374096905613,4,6,6,7,9,11,13,15,29,510,520
