Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,AUTH_TOKEN,10,10,38,37.88652999792248,29.053299978841096,44.02559998561628,62259.0,0.08372690961883855,0.08372690961883855,39,40,43,43,44,44,44,44,44,44,44
GET,SECURE_PING_INVALID,220,220,6,6.328555909964383,4.574499995214865,16.941099980613217,172.0,1.8419920116144481,1.8419920116144481,6,6,7,7,8,9,11,14,17,17,17
GET,SECURE_PING_VALID,928,928,6,6.219914978326665,3.749800001969561,43.76689999480732,58.0,7.769857212628218,7.769857212628218,6,6,7,7,8,9,10,15,44,44,44
GET,SECURE_STATE_INVALID,220,220,5,5.408960000468968,3.909499995643273,25.200000003678724,172.0,1.8419920116144481,1.8419920116144481,5,5,6,6,7,8,9,12,25,25,25
GET,SECURE_STATE_VALID,928,928,5,5.330228125064329,3.5204000014346093,34.203499992145225,58.0,7.769857212628218,7.769857212628218,5,5,5,6,7,7,9,18,34,34,34
,Aggregated,2306,2306,5,5.932199306253861,3.5204000014346093,44.02559998561628,349.4874241110147,19.30742535810417,19.30742535810417,5,6,6,6,7,8,12,19,43,44,44
