Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/token/,32295,32295,17,19.89383267385251,3.9333000022452325,332.2823999915272,68.84161634928007,270.82726500761555,270.82726500761555,17,21,24,26,33,44,68,80,100,280,330
,Aggregated,32295,32295,17,19.89383267385251,3.9333000022452325,332.2823999915272,68.84161634928007,270.82726500761555,270.82726500761555,17,21,24,26,33,44,68,80,100,280,330
