Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/token/,42529,42023,2,7.136447494650097,0.572900000406662,416.823900000054,200.18070022807967,356.0161423925701,351.7803463933545,2,2,3,3,9,29,43,220,300,360,420
,Aggregated,42529,42023,2,7.136447494650097,0.572900000406662,416.823900000054,200.18070022807967,356.0161423925701,351.7803463933545,2,2,3,3,9,29,43,220,300,360,420
