Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/state,16979,15780,1,33.41558259025194,0.6103999985498376,60042.79560000032,194.8673655692326,142.15003560802612,132.1118771361477,1,2,2,2,2,7,8,8,3100,60000,60000
,Aggregated,16979,15780,1,33.41558259025194,0.6103999985498376,60042.79560000032,194.8673655692326,142.15003560802612,132.1118771361477,1,2,2,2,2,7,8,8,3100,60000,60000
