Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767109992,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1767109993,20,POST,AUTH_TOKEN,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,184,184,4,9.483075543436787,1.3030000009166542,335.23090000016964,68.93478260869566
1767109993,20,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,184,184,4,9.483075543436787,1.3030000009166542,335.23090000016964,68.93478260869566
1767109994,50,POST,AUTH_TOKEN,0.000000,0.000000,5,6,7,8,10,15,31,31,530,530,530,562,562,5,8.584481850522797,1.1592000009841286,530.1072000002023,68.97864768683274
1767109994,50,,Aggregated,0.000000,0.000000,5,6,7,8,10,15,31,31,530,530,530,562,562,5,8.584481850522797,1.1592000009841286,530.1072000002023,68.97864768683274
1767109995,50,POST,AUTH_TOKEN,67.000000,67.000000,5,7,8,8,11,16,28,31,530,530,530,1033,1033,5,7.58242575021133,1.1592000009841286,530.1072000002023,68.98838334946757
1767109995,50,,Aggregated,67.000000,67.000000,5,7,8,8,11,16,28,31,530,530,530,1033,1033,5,7.58242575021133,1.1592000009841286,530.1072000002023,68.98838334946757
1767109996,50,POST,AUTH_TOKEN,161.500000,161.500000,4,6,7,7,10,12,23,29,33,530,530,1511,1511,4,6.453236201133379,1.0111999981745612,530.1072000002023,68.99205823957644
1767109996,50,,Aggregated,161.500000,161.500000,4,6,7,7,10,12,23,29,33,530,530,1511,1511,4,6.453236201133379,1.0111999981745612,530.1072000002023,68.99205823957644
1767109997,50,POST,AUTH_TOKEN,242.666667,242.666667,4,6,7,8,10,14,23,28,47,530,530,1973,1973,4,6.401972123621237,1.0111999981745612,530.1072000002023,68.99391789153573
1767109997,50,,Aggregated,242.666667,242.666667,4,6,7,8,10,14,23,28,47,530,530,1973,1973,4,6.401972123621237,1.0111999981745612,530.1072000002023,68.99391789153573
