Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/auth/token/,32783,32783,14,17.350616166883924,3.2857000187505037,314.6677000040654,68.84147271451667,274.7996736735255,274.7996736735255,14,18,21,23,30,40,59,71,92,200,310
,Aggregated,32783,32783,14,17.350616166883924,3.2857000187505037,314.6677000040654,68.84147271451667,274.7996736735255,274.7996736735255,14,18,21,23,30,40,59,71,92,200,310
